GM대우 윈스톰 LTX 7인승 4WD 최고급형,19/07,디젤,140000,"2,500,000"
GM대우 윈스톰 LTX 7인승 4WD 최고급형,19/07,디젤,160000,"2,800,000"
GM대우 카고 7톤,19/03,디젤,10000,"25,500,000"
GM대우 토스카 L6 2.0 LPG SX,19/08,LPG,190000,"2,900,000"
GM대우 토스카 L6 2.0 SE 고급형,19/06,가솔린,110000,"1,800,000"
GM대우 토스카 프리미엄6 L6 2.0,19/09,가솔린,160000,"1,600,000"
GM대우 프린스 1.8 SOHC,Oct-94,가솔린,40000,"1,990,000"
JY 일반 화물 운송 트레일러,17/06,기타,1000,"6,500,000"
LMTV M1078,Jun-98,디젤,10000,"17,000,000"
LMTV M1078,15/12,디젤,10000,"22,000,000"
LMTV M1078,15/05,디젤,100000,"39,800,000"
LMTV M1078 캠핑카,16/01,디젤,10000,"45,000,000"
경인 푸드트럭,18/07,디젤,4000,"31,500,000"
기아 K3 1.6 GDI 노블레스,14/02,가솔린,70000,"6,800,000"
기아 K3 1.6 GDI 노블레스,13/07,가솔린,60000,"9,700,000"
기아 K3 1.6 GDI 디럭스,15/07,가솔린,120000,"7,600,000"
기아 K3 1.6 GDI 디럭스,15/07,가솔린,120000,"7,600,000"
기아 K3 1.6 GDI 럭셔리,14/09,가솔린,30000,"11,000,000"
기아 K3 1.6 GDI 럭셔리,19/12,가솔린,40000,"7,580,000"
기아 K3 1.6 GDI 럭셔리,15/05,가솔린,80000,"7,990,000"
기아 K3 1.6 GDI 럭셔리,15/11,가솔린,100000,"8,200,000"
기아 K3 1.6 GDI 럭셔리,15/10,가솔린,50000,"9,750,000"
기아 K3 1.6 GDI 트렌디,15/07,가솔린,20000,"8,000,000"
기아 K3 1.6 GDI 프레스티지,15/05,가솔린,50000,"10,490,000"
기아 K3 1.6 GDI 프레스티지,15/00,가솔린,90000,"5,500,000"
기아 K3 1.6 디젤 노블레스,15/06,디젤,120000,"7,500,000"
기아 K3 쿱 1.6 T-GDi 노블레스,14/07,가솔린,50000,"6,900,000"
기아 K3 쿱 1.6 T-GDi 노블레스,14/09,가솔린,40000,"8,900,000"
기아 K3 쿱 1.6 T-GDi 프레스티지,14/05,가솔린,100000,"6,990,000"
기아 K3 쿱 1.6 T-GDi 프레스티지,13/12,가솔린,150000,"7,300,000"
기아 K5 2.0 LPi 디럭스,19/10,LPG,100000,"7,300,000"
기아 K5 2.0 LPi 럭셔리,19/11,LPG,190000,"5,800,000"
기아 K5 2.0 LPi 스마트,19/11,LPG,200000,"5,800,000"
기아 K5 2.0 LPi 프레스티지,13/01,LPG,130000,"10,300,000"
기아 K5 2.0 LPi 프레스티지,19/11,LPG,60000,"5,800,000"
기아 K5 2.0 LPi 프레스티지,19/10,LPG,70000,"6,300,000"
기아 K5 2.0 LPi 프레스티지,19/11,LPG,140000,"7,990,000"
기아 K5 2.0 디럭스,19/11,가솔린,70000,"5,790,000"
기아 K5 2.0 디럭스,19/11,가솔린,160000,"5,900,000"
기아 K5 2.0 터보 노블레스,19/12,가솔린,80000,"12,500,000"
기아 K5 2.0 터보 노블레스,19/11,가솔린,160000,"7,900,000"
기아 K5 2.0 터보 노블레스,13/04,가솔린,160000,"7,900,000"
기아 K5 2.0 터보 노블레스,19/11,가솔린,120000,"7,990,000"
기아 K5 2.0 터보 노블레스,19/11,가솔린,160000,"8,900,000"
기아 K5 2.0 터보 프레스티지,19/11,가솔린,120000,"10,500,000"
기아 K5 2.0 터보 프레스티지,19/12,가솔린,120000,"12,800,000"
기아 K5 2.0 터보 프레스티지,19/12,가솔린,110000,"8,500,000"
기아 K5 2.0 프레스티지,19/12,가솔린,40000,"11,900,000"
기아 K5 2.0 프레스티지,19/11,가솔린,200000,"4,500,000"
기아 K5 2.0 프레스티지,19/12,가솔린,70000,"7,600,000"
기아 K5 2.0 프레스티지,19/12,가솔린,140000,"8,500,000"
기아 K5 2.4 GDI 프레스티지,19/10,가솔린,130000,"8,990,000"
기아 K5 2세대 1.6 T-GDI SX  노블레스,15/09,가솔린,10000,"19,300,000"
기아 K5 2세대 1.7 디젤 MX 노블레스,16/07,디젤,10000,"14,500,000"
기아 K5 2세대 1.7 디젤 MX 노블레스,15/07,디젤,120000,"15,200,000"
기아 K5 2세대 2.0 T-GDI SX 노블레스 스페셜,16/06,가솔린,100000,"19,900,000"
기아 K5 2세대 2.0 가솔린 MX 프레스티지,17/01,가솔린,90000,"14,990,000"
기아 K5 2세대 2.0 가솔린 MX 프레스티지,18/01,가솔린,50000,"20,700,000"
기아 K5 2세대 2.0 가솔린 MX 프레스티지,15/08,가솔린,50000,"8,900,000"
